UserID,Age,Gender,Location,Income,Debt,Owns Property,Profession,Demographics,Platform,Total Time Spent,Number of Sessions,Video ID,Video Category,Video Length,Engagement,Importance Score,Time Spent On Video,Number of Videos Watched,Scroll Rate,Frequency,ProductivityLoss,Satisfaction,Watch Reason,DeviceType,OS,Watch Time,Self Control,Addiction Level,CurrentActivity,ConnectionType,AvgTimePerSession,EngagementPerVideo,EngagementPerVideo_Log
248,50,0,Japan,75915,True,False,Students,1,1,252,7,9555,Life Hacks,16,2809,8,2,31,29,Evening,6,4,Habit,Smartphone,Windows,3:45 PM,8,2,At home,Mobile Data,36.0,90.61290322580645,4.517572126670105
249,57,0,United States,38058,False,False,Students,1,2,147,7,4894,Jokes/Memes,8,2921,4,29,37,96,Afternoon,5,5,Habit,Smartphone,iOS,6:05 PM,7,3,At school,Mobile Data,21.0,78.94594594594595,4.3813507306265205
250,56,1,Germany,96637,True,True,Labor/Worker,1,3,88,6,9477,Trends,9,4676,7,28,16,31,Afternoon,5,5,Procrastination,Smartphone,Android,6:05 PM,7,3,At work,Mobile Data,14.666666666666666,292.25,5.681025487533585
251,35,2,India,60718,True,False,Waiting staff,0,4,179,3,887,Gaming,27,4041,5,27,40,66,Afternoon,5,5,Entertainment,Smartphone,Android,6:05 PM,7,3,At home,Mobile Data,59.666666666666664,101.025,4.62521788129187
252,57,0,United States,52602,True,False,driver,1,1,132,13,5855,Entertainment,4,2417,9,8,42,76,Night,3,7,Habit,Smartphone,Android,8:30 PM,5,5,At home,Mobile Data,10.153846153846153,57.54761904761905,4.069840423932824
253,18,0,United States,94658,True,True,Engineer,1,3,185,7,5319,Comedy,21,532,4,1,27,91,Evening,6,4,Habit,Smartphone,Windows,3:45 PM,8,2,At work,Mobile Data,26.428571428571427,19.703703703703702,3.03031260715077
254,28,1,Philippines,98112,True,True,driver,0,1,91,5,2259,Gaming,21,9090,3,1,40,69,Afternoon,5,5,Habit,Smartphone,Android,6:05 PM,7,3,At work,Mobile Data,18.2,227.25,5.430441519475078
255,45,0,Indonesia,78067,True,True,Waiting staff,1,4,96,18,4383,Pranks,8,8167,2,4,41,37,Afternoon,5,5,Procrastination,Tablet,iOS,6:05 PM,7,3,At work,Mobile Data,5.333333333333333,199.1951219512195,5.299292500706243
256,42,0,India,47516,False,False,Labor/Worker,1,3,234,8,1786,Vlogs,25,1469,1,7,18,27,Afternoon,5,5,Habit,Smartphone,MacOS,6:05 PM,7,3,Commuting,Mobile Data,29.25,81.61111111111111,4.4141441885639905
257,40,1,India,21089,False,False,Engineer,1,2,25,17,7728,Life Hacks,7,9444,6,9,35,87,Night,3,7,Procrastination,Smartphone,Windows,8:30 PM,5,5,At home,Wi-Fi,1.4705882352941178,269.8285714285714,5.601486042963628
258,48,1,Philippines,57346,True,False,Engineer,1,3,172,1,296,Life Hacks,15,7292,2,16,49,33,Evening,6,4,Boredom,Smartphone,Windows,3:45 PM,8,2,Commuting,Wi-Fi,172.0,148.81632653061226,5.0094100540001545
259,47,1,United States,94663,True,True,Labor/Worker,1,2,107,14,2598,ASMR,21,8961,8,5,15,68,Evening,6,4,Habit,Smartphone,iOS,3:45 PM,8,2,At school,Wi-Fi,7.642857142857143,597.4,6.394259426660267
260,59,1,United States,30487,False,False,Waiting staff,0,3,165,17,681,Pranks,3,9025,6,2,27,59,Evening,6,4,Boredom,Smartphone,Android,3:45 PM,8,2,At work,Mobile Data,9.705882352941176,334.25925925925924,5.814904140749099
261,52,1,United States,20155,False,False,Artist,1,2,11,10,4891,Entertainment,17,7142,5,28,17,64,Evening,6,4,Habit,Smartphone,iOS,3:45 PM,8,2,At school,Wi-Fi,1.1,420.11764705882354,6.042912241339969
262,24,1,Germany,87494,True,False,Students,1,4,178,12,4299,Pranks,11,6000,2,23,40,85,Morning,8,2,Boredom,Smartphone,Windows,9:15 AM,10,0,At work,Mobile Data,14.833333333333334,150.0,5.017279836814924
263,33,2,Philippines,96229,True,False,driver,1,4,101,16,325,Life Hacks,9,7081,7,11,2,88,Evening,6,4,Entertainment,Smartphone,Windows,3:45 PM,8,2,At school,Mobile Data,6.3125,3540.5,8.172305645193678
264,43,1,Vietnam,58547,True,True,Labor/Worker,1,4,190,14,7953,Entertainment,5,4649,2,18,49,44,Morning,8,2,Entertainment,Tablet,Android,9:15 AM,10,0,At school,Wi-Fi,13.571428571428571,94.87755102040816,4.563071867108231
265,19,1,India,48795,False,False,Students,0,3,240,16,987,Vlogs,25,6931,5,25,31,95,Night,3,7,Procrastination,Computer,MacOS,8:30 PM,5,5,At work,Mobile Data,15.0,223.58064516129033,5.414234863886238
266,18,1,Mexico,75296,True,True,driver,1,4,157,8,3119,Pranks,10,3424,2,25,37,88,Afternoon,5,5,Habit,Tablet,Android,6:05 PM,7,3,Commuting,Mobile Data,19.625,92.54054054054055,4.53839493099112
267,29,1,Pakistan,41447,False,False,driver,1,1,289,10,761,Jokes/Memes,15,1091,2,19,41,49,Evening,6,4,Habit,Smartphone,Android,3:45 PM,8,2,At home,Mobile Data,28.9,26.609756097560975,3.3181691920588205
268,22,1,United States,56598,True,True,Artist,0,4,198,17,7759,Vlogs,28,9388,7,13,41,53,Night,3,7,Habit,Tablet,iOS,8:30 PM,5,5,At school,Wi-Fi,11.647058823529411,228.97560975609755,5.437973258761369
269,54,0,India,61814,True,False,Waiting staff,0,2,137,18,9229,Pranks,29,9852,9,24,34,74,Night,3,7,Habit,Smartphone,MacOS,8:30 PM,5,5,At school,Mobile Data,7.611111111111111,289.7647058823529,5.672514369250743
270,49,0,India,95330,True,True,driver,1,2,16,16,907,Comedy,14,7849,5,11,34,49,Evening,6,4,Boredom,Smartphone,Android,3:45 PM,8,2,At home,Wi-Fi,1.0,230.85294117647058,5.446103296443747
271,26,1,India,83278,True,False,Labor/Worker,1,2,56,17,5500,ASMR,4,4654,7,20,3,66,Afternoon,5,5,Entertainment,Smartphone,Android,6:05 PM,7,3,At work,Mobile Data,3.2941176470588234,1551.3333333333333,7.347514454314267
272,58,2,Philippines,75077,True,True,driver,1,3,62,16,365,Gaming,21,260,4,19,17,95,Afternoon,5,5,Habit,Tablet,Android,6:05 PM,7,3,At home,Mobile Data,3.875,15.294117647058824,2.7908041621311224
273,52,2,United States,91906,True,False,Waiting staff,1,1,196,19,7770,Pranks,20,5936,2,17,14,63,Evening,6,4,Boredom,Tablet,MacOS,3:45 PM,8,2,At home,Mobile Data,10.31578947368421,424.0,6.052089168924417
274,36,1,Pakistan,29528,False,True,Waiting staff,1,4,47,8,3414,Comedy,2,9377,3,5,14,25,Evening,6,4,Entertainment,Computer,Android,3:45 PM,8,2,At work,Wi-Fi,5.875,669.7857142857143,6.508449733189355
275,33,0,Japan,70100,True,False,Labor/Worker,1,1,235,6,8028,Jokes/Memes,12,4370,2,13,46,4,Evening,6,4,Entertainment,Tablet,iOS,3:45 PM,8,2,Commuting,Mobile Data,39.166666666666664,95.0,4.564348191467836
276,20,0,Germany,28179,False,True,driver,1,1,62,6,7940,Pranks,1,4301,5,27,38,51,Night,3,7,Entertainment,Smartphone,Android,8:30 PM,5,5,At school,Mobile Data,10.333333333333334,113.1842105263158,4.737813026071965
277,37,1,Barzil,68781,True,True,Engineer,1,2,233,9,9262,Trends,24,7207,6,20,35,11,Night,3,7,Entertainment,Smartphone,iOS,8:30 PM,5,5,At home,Mobile Data,25.88888888888889,205.9142857142857,5.332304628836173
278,41,2,Vietnam,75267,True,True,Labor/Worker,1,2,163,4,3082,Vlogs,20,5819,7,1,1,17,Afternoon,5,5,Entertainment,Tablet,iOS,6:05 PM,7,3,Commuting,Mobile Data,40.75,5819.0,8.669055540725484
279,50,1,Pakistan,43952,False,True,Teacher,1,2,57,12,5449,Gaming,5,9058,3,10,48,66,Night,3,7,Habit,Tablet,Windows,8:30 PM,5,5,At home,Mobile Data,4.75,188.70833333333334,5.245487804986837
280,41,2,Barzil,73798,True,True,Cashier,1,3,156,12,3259,Vlogs,6,92,4,8,29,70,Evening,6,4,Habit,Tablet,Android,3:45 PM,8,2,At work,Mobile Data,13.0,3.1724137931034484,1.4284947156102672
281,28,0,Philippines,70939,True,True,Waiting staff,1,1,73,17,2108,Pranks,24,5161,8,24,4,73,Morning,8,2,Boredom,Smartphone,Android,9:15 AM,10,0,At home,Wi-Fi,4.294117647058823,1290.25,7.163366020433848
282,25,0,Barzil,49516,False,True,Students,1,1,191,15,7929,Vlogs,11,7632,4,29,33,69,Evening,6,4,Boredom,Tablet,Android,3:45 PM,8,2,At work,Wi-Fi,12.733333333333333,231.27272727272728,5.447912229839434
283,53,1,Mexico,76526,True,True,Teacher,1,3,134,9,2934,Gaming,8,9543,7,8,17,84,Evening,6,4,Procrastination,Computer,iOS,3:45 PM,8,2,At home,Mobile Data,14.88888888888889,561.3529411764706,6.332129661989231
284,55,1,India,30449,False,True,Labor/Worker,1,3,188,7,2830,Trends,7,6208,6,19,28,29,Evening,6,4,Boredom,Smartphone,iOS,3:45 PM,8,2,Commuting,Wi-Fi,26.857142857142858,221.71428571428572,5.405889720002463
285,57,1,Pakistan,70290,True,True,Students,0,3,48,10,8634,Entertainment,4,8556,7,6,26,85,Afternoon,5,5,Habit,Computer,Android,6:05 PM,7,3,At work,Mobile Data,4.8,329.0769230769231,5.799325727529988
286,37,1,Philippines,92954,True,True,Waiting staff,1,1,269,16,5007,Vlogs,6,4916,1,12,8,73,Evening,6,4,Entertainment,Smartphone,Android,3:45 PM,8,2,At home,Mobile Data,16.8125,614.5,6.4224349456245085
287,52,1,Pakistan,42746,False,False,Students,1,1,12,12,1560,Vlogs,16,3718,3,28,34,92,Evening,6,4,Habit,Smartphone,Android,3:45 PM,8,2,At school,Mobile Data,1.0,109.3529411764706,4.703683785509954
288,42,0,Mexico,87990,True,True,Waiting staff,1,2,73,7,1742,Jokes/Memes,20,6125,6,7,18,72,Night,3,7,Procrastination,Smartphone,iOS,8:30 PM,5,5,At home,Mobile Data,10.428571428571429,340.27777777777777,5.832696743267762
289,52,1,United States,78810,True,False,Students,1,2,38,18,5831,Pranks,15,1924,3,16,31,95,Night,3,7,Habit,Computer,MacOS,8:30 PM,5,5,At work,Mobile Data,2.111111111111111,62.064516129032256,4.14415826793432
290,42,0,United States,35223,False,True,Labor/Worker,0,1,20,15,7524,Life Hacks,14,3095,7,9,27,20,Afternoon,5,5,Entertainment,Tablet,iOS,6:05 PM,7,3,Commuting,Mobile Data,1.3333333333333333,114.62962962962963,4.750392235071049
291,46,0,United States,92237,True,False,Teacher,1,2,106,6,626,ASMR,23,6683,9,21,16,27,Evening,6,4,Habit,Computer,Android,3:45 PM,8,2,At home,Mobile Data,17.666666666666668,417.6875,6.037124818268486
292,35,0,Indonesia,22597,False,True,Labor/Worker,0,3,212,12,1691,Jokes/Memes,12,5181,3,25,10,8,Night,3,7,Entertainment,Smartphone,Windows,8:30 PM,5,5,At work,Mobile Data,17.666666666666668,518.1,6.252096542833184
293,63,1,Barzil,85677,True,False,Waiting staff,0,4,30,11,8283,Trends,29,2538,1,22,40,85,Evening,6,4,Habit,Smartphone,Android,3:45 PM,8,2,At home,Wi-Fi,2.727272727272727,63.45,4.165889729385197
294,35,1,Indonesia,22659,False,True,Students,1,2,48,3,6311,Jokes/Memes,12,9488,6,10,12,61,Evening,6,4,Boredom,Smartphone,Windows,3:45 PM,8,2,At school,Wi-Fi,16.0,790.6666666666666,6.674140427800632
295,19,0,India,94567,True,False,Waiting staff,1,1,232,2,3007,Jokes/Memes,16,2276,1,10,22,28,Afternoon,5,5,Habit,Smartphone,Android,6:05 PM,7,3,At work,Wi-Fi,116.0,103.45454545454545,4.648752005050385
296,52,1,Vietnam,35037,False,True,Labor/Worker,1,2,111,6,4303,Life Hacks,15,8194,1,10,16,87,Afternoon,5,5,Habit,Computer,Android,6:05 PM,7,3,At school,Mobile Data,18.5,512.125,6.240519480206693
297,33,0,Mexico,66738,True,False,Engineer,1,2,55,5,1089,Life Hacks,29,9945,8,20,12,70,Night,3,7,Entertainment,Tablet,Android,8:30 PM,5,5,At school,Mobile Data,11.0,828.75,6.721124450600084
298,58,0,Philippines,91678,True,True,Engineer,1,2,75,18,6008,Trends,13,910,9,29,11,3,Evening,6,4,Boredom,Tablet,Android,3:45 PM,8,2,Commuting,Mobile Data,4.166666666666667,82.72727272727273,4.427564763456936
299,53,1,Pakistan,32109,False,True,Waiting staff,1,4,100,16,4612,Pranks,11,306,2,16,20,69,Morning,8,2,Boredom,Tablet,Android,9:15 AM,10,0,At work,Wi-Fi,6.25,15.3,2.791165107812717
300,50,0,Germany,42010,False,True,Students,1,3,173,8,9373,Entertainment,17,6575,9,1,1,73,Afternoon,5,5,Habit,Smartphone,Android,6:05 PM,7,3,Commuting,Wi-Fi,21.625,6575.0,8.791181936736017
301,21,0,Philippines,28787,False,True,Waiting staff,1,1,120,11,7929,Vlogs,21,4231,5,17,27,7,Afternoon,5,5,Entertainment,Smartphone,iOS,6:05 PM,7,3,At home,Mobile Data,10.909090909090908,156.7037037037037,5.0607179794490955
302,50,1,Barzil,28472,False,False,Engineer,0,4,132,10,4491,Vlogs,15,6028,8,26,3,60,Afternoon,5,5,Habit,Smartphone,iOS,6:05 PM,7,3,At home,Mobile Data,13.2,2009.3333333333333,7.606055824782877
303,31,1,Indonesia,43383,False,True,Cashier,1,1,202,12,8379,Jokes/Memes,14,6658,7,21,12,4,Afternoon,5,5,Boredom,Computer,Android,6:05 PM,7,3,At school,Mobile Data,16.833333333333332,554.8333333333334,6.320468489121669
304,38,2,Indonesia,81709,True,False,Waiting staff,1,1,108,6,1598,Gaming,10,6336,7,29,30,5,Evening,6,4,Boredom,Smartphone,iOS,3:45 PM,8,2,At home,Mobile Data,18.0,211.2,5.357529226179882
305,37,2,United States,89785,True,True,Artist,1,1,168,5,3748,Jokes/Memes,12,9630,4,14,9,11,Evening,6,4,Boredom,Smartphone,iOS,3:45 PM,8,2,At work,Mobile Data,33.6,1070.0,6.976348070447749
306,25,1,Indonesia,54518,True,False,Waiting staff,1,4,112,9,2671,Life Hacks,16,872,2,19,37,15,Night,3,7,Habit,Computer,iOS,8:30 PM,5,5,At school,Mobile Data,12.444444444444445,23.56756756756757,3.2014271815332545
307,24,0,Vietnam,73909,True,True,driver,1,3,290,16,8432,Entertainment,15,1141,5,21,1,64,Evening,6,4,Habit,Smartphone,Android,3:45 PM,8,2,At work,Wi-Fi,18.125,1141.0,7.040536390215956
308,20,1,Japan,38351,False,False,Students,1,1,52,14,2581,Trends,10,665,3,21,42,98,Morning,8,2,Entertainment,Smartphone,Android,9:15 AM,10,0,At home,Wi-Fi,3.7142857142857144,15.833333333333334,2.8233610476132043
309,34,0,Pakistan,89624,True,True,Engineer,1,3,93,8,7433,Jokes/Memes,4,8400,9,17,49,13,Afternoon,5,5,Habit,Computer,Android,6:05 PM,7,3,At work,Mobile Data,11.625,171.42857142857142,5.149983072042218
310,50,1,Japan,73330,True,False,Manager,1,3,200,19,8331,Jokes/Memes,27,951,6,14,4,7,Morning,8,2,Entertainment,Smartphone,iOS,9:15 AM,10,0,At home,Mobile Data,10.526315789473685,237.75,5.47541697936084
311,29,0,Pakistan,35282,False,True,driver,1,2,60,14,2507,Trends,23,9249,1,8,15,6,Night,3,7,Habit,Smartphone,Windows,8:30 PM,5,5,At school,Wi-Fi,4.285714285714286,616.6,6.425840998710567
312,39,0,Mexico,41778,False,False,Manager,1,4,219,7,4726,Trends,29,4722,3,21,27,56,Night,3,7,Habit,Smartphone,Android,8:30 PM,5,5,At work,Mobile Data,31.285714285714285,174.88888888888889,5.169852482544793
313,39,2,Pakistan,44264,False,True,Students,0,4,135,5,4301,Jokes/Memes,9,4008,4,21,8,64,Night,3,7,Habit,Smartphone,Android,8:30 PM,5,5,At home,Mobile Data,27.0,501.0,6.218600119691729
314,63,0,Japan,79675,True,False,Waiting staff,1,2,78,18,9942,Jokes/Memes,21,6655,9,9,23,50,Evening,6,4,Boredom,Computer,MacOS,3:45 PM,8,2,At school,Mobile Data,4.333333333333333,289.3478260869565,5.67107960457445
315,47,1,Philippines,25075,False,True,Engineer,1,2,274,2,8760,Entertainment,20,6190,6,8,15,30,Night,3,7,Procrastination,Smartphone,iOS,8:30 PM,5,5,At home,Mobile Data,137.0,412.6666666666667,6.025060496536497
316,55,0,Pakistan,95948,True,False,Teacher,1,3,267,11,7003,Gaming,9,771,4,13,27,22,Night,3,7,Entertainment,Computer,MacOS,8:30 PM,5,5,At work,Mobile Data,24.272727272727273,28.555555555555557,3.3862717314454795
317,55,2,Mexico,68454,True,True,driver,1,1,197,8,9074,Jokes/Memes,21,4030,1,17,31,25,Afternoon,5,5,Boredom,Smartphone,MacOS,6:05 PM,7,3,At school,Wi-Fi,24.625,130.0,4.875197323201151
318,62,1,Mexico,48365,False,False,Students,1,4,239,1,6132,Entertainment,25,7859,8,19,39,28,Night,3,7,Habit,Smartphone,Android,8:30 PM,5,5,At work,Mobile Data,239.0,201.51282051282053,5.310803195716948
319,25,2,India,92766,True,True,Waiting staff,1,1,198,12,8832,Entertainment,24,521,2,28,47,84,Afternoon,5,5,Boredom,Smartphone,MacOS,6:05 PM,7,3,At work,Wi-Fi,16.5,11.085106382978724,2.4919738170110928
320,44,1,Pakistan,68200,True,True,driver,0,1,19,2,4538,Entertainment,20,3355,8,7,8,39,Afternoon,5,5,Entertainment,Smartphone,MacOS,6:05 PM,7,3,At school,Mobile Data,9.5,419.375,6.041147170060434
321,44,0,Germany,31002,False,True,Students,1,2,123,18,2336,Life Hacks,11,1400,6,17,30,67,Morning,8,2,Entertainment,Smartphone,MacOS,9:15 AM,10,0,At school,Mobile Data,6.833333333333333,46.666666666666664,3.8642323415917974
322,51,1,United States,33947,False,True,Engineer,1,1,85,7,4322,Gaming,11,3723,8,1,42,5,Afternoon,5,5,Entertainment,Tablet,Android,6:05 PM,7,3,At home,Mobile Data,12.142857142857142,88.64285714285714,4.495833521950626
323,38,1,United States,99222,True,False,Artist,0,3,173,17,2986,Comedy,7,6579,6,5,18,65,Evening,6,4,Habit,Smartphone,Android,3:45 PM,8,2,Commuting,Mobile Data,10.176470588235293,365.5,5.903998521326706
324,47,2,India,98610,True,True,driver,0,2,94,14,560,Trends,21,3247,5,25,4,15,Evening,6,4,Habit,Smartphone,iOS,3:45 PM,8,2,Commuting,Mobile Data,6.714285714285714,811.75,6.700423559184014
325,50,1,Mexico,72142,True,False,Manager,0,1,58,7,714,ASMR,10,1858,5,6,47,90,Afternoon,5,5,Entertainment,Smartphone,Windows,6:05 PM,7,3,At school,Wi-Fi,8.285714285714286,39.53191489361702,3.702089685850743
326,45,0,India,76307,True,True,Manager,0,2,186,3,4594,Gaming,4,4781,8,26,43,67,Night,3,7,Habit,Computer,MacOS,8:30 PM,5,5,At work,Mobile Data,62.0,111.18604651162791,4.720158622713459
327,64,1,United States,24493,False,False,Students,1,3,227,6,3989,Gaming,5,4064,7,2,22,40,Night,3,7,Entertainment,Tablet,MacOS,8:30 PM,5,5,At school,Mobile Data,37.833333333333336,184.72727272727272,5.224279322019251
328,50,1,Vietnam,70085,True,True,Manager,1,3,198,2,6204,ASMR,5,2398,8,27,3,98,Afternoon,5,5,Boredom,Smartphone,Android,6:05 PM,7,3,Commuting,Mobile Data,99.0,799.3333333333334,6.685028307553144
329,22,1,Barzil,54228,True,False,Students,1,1,239,17,257,Gaming,11,142,8,25,15,69,Night,3,7,Habit,Smartphone,Windows,8:30 PM,5,5,At home,Mobile Data,14.058823529411764,9.466666666666667,2.348195604246098
330,36,2,Pakistan,99676,True,True,Students,1,2,264,12,8769,Jokes/Memes,9,5062,7,16,35,95,Afternoon,5,5,Habit,Tablet,Android,6:05 PM,7,3,At work,Mobile Data,22.0,144.62857142857143,4.9810593488506285
331,21,2,Japan,71875,True,False,driver,1,1,245,12,38,Jokes/Memes,28,3469,2,22,47,77,Afternoon,5,5,Entertainment,Smartphone,iOS,6:05 PM,7,3,At school,Wi-Fi,20.416666666666668,73.80851063829788,4.314931657095009
332,52,1,India,51655,True,True,Waiting staff,1,1,35,17,8653,Life Hacks,16,3695,9,5,38,43,Afternoon,5,5,Entertainment,Tablet,iOS,6:05 PM,7,3,At work,Mobile Data,2.0588235294117645,97.23684210526316,4.587381319188198
333,34,2,India,63472,True,False,Students,1,2,81,10,9633,Vlogs,9,717,7,5,33,1,Afternoon,5,5,Habit,Smartphone,Windows,6:05 PM,7,3,At work,Mobile Data,8.1,21.727272727272727,3.123565645063876
334,61,0,United States,69437,True,True,Waiting staff,1,1,270,3,1833,ASMR,22,642,6,12,14,22,Evening,6,4,Entertainment,Smartphone,iOS,3:45 PM,8,2,At school,Mobile Data,90.0,45.857142857142854,3.8471034593288302
335,45,0,Pakistan,69416,True,False,driver,1,3,263,18,7601,ASMR,4,2548,9,3,48,62,Night,3,7,Boredom,Smartphone,Android,8:30 PM,5,5,At work,Mobile Data,14.61111111111111,53.083333333333336,3.9905260669160896
336,47,0,India,79711,True,True,Teacher,1,2,280,13,5168,Trends,2,8561,1,16,1,79,Afternoon,5,5,Boredom,Tablet,Android,6:05 PM,7,3,Commuting,Mobile Data,21.53846153846154,8561.0,9.055089086704891
337,46,1,Barzil,26816,False,False,Students,0,2,132,12,433,ASMR,14,3650,2,6,49,26,Night,3,7,Procrastination,Tablet,Android,8:30 PM,5,5,At school,Mobile Data,11.0,74.48979591836735,4.323997493721827
338,63,1,India,97175,True,True,Labor/Worker,1,2,153,17,4152,Gaming,3,7549,1,15,26,18,Evening,6,4,Entertainment,Tablet,Android,3:45 PM,8,2,At home,Mobile Data,9.0,290.34615384615387,5.674512092356088
339,23,0,United States,84307,True,False,Students,1,2,266,4,6412,Life Hacks,18,8978,3,15,8,48,Night,3,7,Boredom,Smartphone,iOS,8:30 PM,5,5,At home,Wi-Fi,66.5,1122.25,7.023981547950269
340,52,1,India,66733,True,True,Labor/Worker,1,1,153,10,1752,Gaming,21,949,5,29,16,9,Evening,6,4,Habit,Smartphone,Windows,3:45 PM,8,2,At school,Mobile Data,15.3,59.3125,4.0995393790992045
341,58,1,India,31240,False,True,Engineer,1,1,268,11,4998,Life Hacks,6,5444,1,16,38,1,Morning,8,2,Boredom,Computer,iOS,9:15 AM,10,0,At school,Mobile Data,24.363636363636363,143.26315789473685,4.971639117136346
342,54,2,Vietnam,91363,True,True,Students,0,3,56,6,5721,Entertainment,11,521,4,20,10,9,Morning,8,2,Entertainment,Tablet,iOS,9:15 AM,10,0,At school,Mobile Data,9.333333333333334,52.1,3.9721769282478934
343,41,0,India,52762,True,True,Cashier,0,4,22,6,7617,ASMR,21,6632,8,13,42,23,Morning,8,2,Habit,Computer,iOS,9:15 AM,10,0,Commuting,Mobile Data,3.6666666666666665,157.9047619047619,5.068305041027951
344,46,1,India,28259,False,False,driver,0,4,217,9,257,Vlogs,18,6048,6,12,37,45,Evening,6,4,Entertainment,Smartphone,Android,3:45 PM,8,2,At school,Wi-Fi,24.11111111111111,163.45945945945945,5.102664092777403
345,63,0,Barzil,70139,True,True,Labor/Worker,1,3,244,15,672,Entertainment,12,354,1,10,26,2,Evening,6,4,Boredom,Smartphone,MacOS,3:45 PM,8,2,At school,Mobile Data,16.266666666666666,13.615384615384615,2.6820747146989494
346,48,0,United States,34849,False,False,Engineer,1,4,158,2,490,ASMR,5,1482,1,14,28,14,Night,3,7,Boredom,Computer,Android,8:30 PM,5,5,At home,Wi-Fi,79.0,52.92857142857143,3.987660419633766
347,52,1,India,74869,True,True,Students,1,3,164,4,6890,Life Hacks,9,9839,3,2,12,38,Evening,6,4,Habit,Smartphone,Android,3:45 PM,8,2,At school,Wi-Fi,41.0,819.9166666666666,6.710421602067679
348,50,2,Indonesia,83095,True,False,Waiting staff,0,1,175,5,2097,Comedy,20,6994,8,29,20,40,Evening,6,4,Boredom,Tablet,iOS,3:45 PM,8,2,At school,Mobile Data,35.0,349.7,5.859931157146132
349,38,0,United States,90910,True,True,Engineer,1,2,99,17,1683,Life Hacks,28,2215,8,3,49,63,Morning,8,2,Boredom,Smartphone,Android,9:15 AM,10,0,At work,Wi-Fi,5.823529411764706,45.204081632653065,3.833068141212447
350,49,1,India,43567,False,False,Labor/Worker,1,2,195,8,2461,Life Hacks,26,4716,3,9,14,82,Night,3,7,Entertainment,Smartphone,MacOS,8:30 PM,5,5,At school,Mobile Data,24.375,336.85714285714283,5.82262315187072
351,40,1,Vietnam,55292,True,True,driver,1,1,183,8,4530,Comedy,18,8619,7,11,46,16,Morning,8,2,Habit,Tablet,Android,9:15 AM,10,0,At home,Wi-Fi,22.875,187.3695652173913,5.238405805660611
352,50,1,Barzil,94813,True,False,Students,1,2,226,12,5122,Entertainment,19,5821,3,11,35,93,Evening,6,4,Habit,Smartphone,Android,3:45 PM,8,2,At home,Wi-Fi,18.833333333333332,166.31428571428572,5.1198739941517335
353,20,2,Germany,71631,True,True,Manager,1,2,273,8,1976,Jokes/Memes,3,2537,4,25,29,75,Afternoon,5,5,Habit,Tablet,Android,6:05 PM,7,3,At work,Mobile Data,34.125,87.48275862068965,4.482807715189107
354,35,0,Pakistan,29885,False,False,Waiting staff,1,4,106,19,3217,Trends,9,6339,9,22,12,6,Night,3,7,Habit,Computer,Android,8:30 PM,5,5,At work,Mobile Data,5.578947368421052,528.25,6.271460910014975
355,42,0,Japan,79659,True,True,Teacher,1,1,126,3,9582,Trends,4,8736,4,10,18,3,Night,3,7,Boredom,Smartphone,iOS,8:30 PM,5,5,At school,Wi-Fi,42.0,485.3333333333333,6.186894259854676
356,59,1,Philippines,74306,True,False,Labor/Worker,1,4,208,18,4516,Jokes/Memes,17,4919,3,26,44,14,Night,3,7,Boredom,Smartphone,Windows,8:30 PM,5,5,At home,Mobile Data,11.555555555555555,111.79545454545455,4.725576041669179
357,48,0,Philippines,86314,True,True,Labor/Worker,1,4,30,19,5693,Entertainment,17,7075,5,14,2,66,Evening,6,4,Entertainment,Smartphone,iOS,3:45 PM,8,2,At home,Mobile Data,1.5789473684210527,3537.5,8.171458187515839
358,20,2,Japan,85087,True,False,Waiting staff,1,2,209,19,9777,Pranks,23,3765,7,9,2,96,Morning,8,2,Habit,Smartphone,iOS,9:15 AM,10,0,At home,Mobile Data,11.0,1882.5,7.540887027132095
359,57,1,Japan,49165,False,True,Labor/Worker,1,2,257,15,4940,Trends,23,8850,5,20,17,95,Night,3,7,Entertainment,Tablet,Windows,8:30 PM,5,5,At home,Mobile Data,17.133333333333333,520.5882352941177,6.256878455323791
360,63,1,India,78929,True,False,Waiting staff,1,1,285,6,5564,Jokes/Memes,2,7082,4,27,10,75,Evening,6,4,Boredom,Computer,Android,3:45 PM,8,2,At school,Wi-Fi,47.5,708.2,6.5641375742000525
361,41,1,India,87028,True,True,Students,1,2,273,16,2964,Jokes/Memes,9,2827,8,21,18,86,Evening,6,4,Habit,Smartphone,Android,3:45 PM,8,2,At home,Mobile Data,17.0625,157.05555555555554,5.062946588664267
362,49,2,Barzil,69812,True,True,Students,1,2,67,8,4530,Trends,9,2058,4,10,22,67,Afternoon,5,5,Entertainment,Tablet,Windows,6:05 PM,7,3,At work,Mobile Data,8.375,93.54545454545455,4.549080719337048
363,64,1,United States,70500,True,True,Cashier,1,1,40,16,6787,Jokes/Memes,5,7749,2,22,19,31,Evening,6,4,Procrastination,Smartphone,Android,3:45 PM,8,2,At home,Mobile Data,2.5,407.8421052631579,6.01332903080472
364,39,0,India,99151,True,True,Teacher,0,2,258,18,6201,Jokes/Memes,15,730,6,29,1,33,Morning,8,2,Entertainment,Smartphone,iOS,9:15 AM,10,0,At school,Mobile Data,14.333333333333334,730.0,6.594413459749778
